year,month,crop_type,soil_type,region,season,rainfall_mm,farmer_land_size_acres,pest_pressure,soil_fertility,crop_stage,previous_input_usage
2021,8,Cotton,Laterite,Odisha,Kharif,683.21,12.68,Low,High,Sowing,Cypermethrin
2023,9,Cotton,Black,Bihar,Kharif,1369.27,17.51,High,Medium,Sowing,Cypermethrin
2021,12,Cotton,Black,Assam,Rabi,396.36,17.49,High,High,Harvest,Cypermethrin
2021,7,Cotton,Laterite,Gujarat,Kharif,1593.85,3.47,Medium,High,Harvest,Cypermethrin
2024,5,Cotton,Red,Madhya Pradesh,Zaid,660.14,12.15,Medium,Low,Harvest,Cypermethrin
2017,8,Cotton,Red,West Bengal,Kharif,1560.16,2.89,Medium,Low,Growth,Cypermethrin
2018,7,Cotton,Black,Gujarat,Kharif,1692.23,1.53,Medium,High,Growth,Cypermethrin
2016,7,Cotton,Sandy,Madhya Pradesh,Kharif,874.35,16.75,Medium,Medium,Growth,Cypermethrin
2025,8,Cotton,Red,Andhra Pradesh,Kharif,956.02,6.98,Medium,High,Harvest,Cypermethrin
2022,1,Cotton,Laterite,Jharkhand,Rabi,113.26,10.59,Medium,Medium,Harvest,Cypermethrin
2017,5,Cotton,Alluvial,Assam,Zaid,320.99,9.63,Medium,High,Sowing,Cypermethrin
2020,9,Cotton,Alluvial,Jharkhand,Kharif,1154.37,19.49,Medium,Low,Harvest,Cypermethrin
2018,7,Cotton,Black,Madhya Pradesh,Kharif,1060.34,16.69,Medium,Medium,Sowing,Cypermethrin
2025,9,Cotton,Laterite,West Bengal,Kharif,1171.93,4.83,Medium,Low,Harvest,Cypermethrin
2023,8,Cotton,Black,Assam,Kharif,719.7,15.36,Medium,Low,Sowing,Cypermethrin
2022,2,Cotton,Red,Maharashtra,Rabi,481.33,2.86,Medium,High,Growth,Cypermethrin
2023,2,Cotton,Black,Odisha,Rabi,323.17,6.79,Medium,Low,Harvest,Cypermethrin
2018,12,Cotton,Alluvial,Odisha,Rabi,148.76,14.8,Medium,Medium,Sowing,Cypermethrin
2021,8,Cotton,Black,Uttar Pradesh,Kharif,1297.97,17.28,Medium,Medium,Harvest,Cypermethrin
2020,1,Cotton,Black,Assam,Rabi,401.36,16.9,Medium,Low,Sowing,Cypermethrin
2021,2,Cotton,Laterite,Karnataka,Rabi,117.84,4.53,Medium,Low,Sowing,Cypermethrin
2025,9,Cotton,Black,Maharashtra,Kharif,1336.08,16.61,Medium,High,Harvest,Cypermethrin
2021,3,Cotton,Laterite,Bihar,Rabi,342.05,14.78,Medium,Low,Harvest,Cypermethrin
2016,4,Cotton,Black,Jharkhand,Zaid,602.12,5.08,Medium,Low,Sowing,Cypermethrin
2017,4,Cotton,Red,Bihar,Zaid,674.78,17.64,Medium,Low,Harvest,Cypermethrin
2022,4,Cotton,Red,Kerala,Zaid,620.69,12.95,Medium,Low,Growth,Cypermethrin
2017,12,Cotton,Sandy,Kerala,Rabi,424.49,12.05,Medium,Low,Harvest,Cypermethrin
2021,12,Cotton,Red,Madhya Pradesh,Rabi,463.31,12.11,Medium,Low,Growth,Cypermethrin
2023,1,Cotton,Laterite,Haryana,Rabi,479.2,18.17,Medium,Low,Sowing,Cypermethrin
2023,11,Cotton,Laterite,Andhra Pradesh,Rabi,433.75,14.61,Medium,Low,Growth,Cypermethrin
2019,10,Cotton,Red,Maharashtra,Kharif,611.61,5.55,Medium,Low,Growth,Cypermethrin
2017,9,Cotton,Laterite,Telangana,Kharif,1409.92,1.29,Medium,Low,Sowing,Cypermethrin
2023,7,Cotton,Alluvial,Rajasthan,Kharif,1194.31,19.6,Medium,Low,Growth,Cypermethrin
2023,8,Cotton,Laterite,Rajasthan,Kharif,1627.39,1.94,Medium,Medium,Growth,Cypermethrin
2019,5,Cotton,Sandy,Jharkhand,Zaid,626.07,13.83,Medium,Low,Sowing,Cypermethrin
2021,7,Cotton,Laterite,Madhya Pradesh,Kharif,1046.13,16.5,Medium,High,Growth,Cypermethrin
2021,9,Cotton,Red,Gujarat,Kharif,1899.58,7.88,Medium,Medium,Growth,Cypermethrin
2017,5,Cotton,Black,Madhya Pradesh,Zaid,652.3,11.21,Medium,High,Growth,Cypermethrin
2024,5,Cotton,Black,Telangana,Zaid,236.39,5.75,Medium,Medium,Sowing,Cypermethrin
2017,2,Cotton,Black,Tamil Nadu,Rabi,316.6,10.81,Medium,Low,Growth,Cypermethrin
2024,12,Cotton,Laterite,Jharkhand,Rabi,287.54,17.22,Medium,Medium,Harvest,Cypermethrin
2017,12,Cotton,Laterite,Rajasthan,Rabi,496.11,1.16,Medium,Low,Harvest,Cypermethrin
2025,7,Cotton,Sandy,Andhra Pradesh,Kharif,1196.42,6.0,Medium,High,Growth,Cypermethrin
2020,7,Cotton,Sandy,Telangana,Kharif,1649.28,7.82,Medium,Medium,Sowing,Cypermethrin
2020,2,Cotton,Alluvial,Rajasthan,Rabi,375.4,10.68,Medium,Medium,Harvest,Cypermethrin
2019,5,Cotton,Laterite,Odisha,Zaid,626.34,9.74,Medium,Low,Harvest,Cypermethrin
2018,3,Cotton,Alluvial,Madhya Pradesh,Rabi,333.2,12.0,Medium,Medium,Growth,Cypermethrin
2023,10,Cotton,Black,Rajasthan,Kharif,1057.52,5.97,Medium,Medium,Sowing,Cypermethrin
2025,8,Cotton,Laterite,Bihar,Kharif,1406.6,12.07,High,High,Sowing,Cypermethrin
2025,5,Cotton,Black,Chhattisgarh,Zaid,273.67,0.75,Medium,Medium,Harvest,Cypermethrin
2022,1,Cotton,Sandy,Assam,Rabi,66.34,12.22,Medium,Medium,Harvest,Cypermethrin
2018,7,Cotton,Sandy,Rajasthan,Kharif,726.12,3.85,Medium,Low,Sowing,Cypermethrin
2019,7,Cotton,Black,Odisha,Kharif,889.65,1.59,Medium,High,Harvest,Cypermethrin
2025,6,Cotton,Alluvial,Punjab,Kharif,1521.05,15.8,Medium,Medium,Harvest,Cypermethrin
2016,10,Cotton,Laterite,Telangana,Kharif,1070.75,0.73,Medium,Medium,Sowing,Cypermethrin
2022,4,Cotton,Sandy,Gujarat,Zaid,636.72,14.56,Medium,High,Harvest,Cypermethrin
2018,1,Cotton,Alluvial,Assam,Rabi,234.42,9.68,Medium,High,Harvest,Cypermethrin
2020,3,Cotton,Laterite,Haryana,Rabi,92.82,14.7,Medium,High,Growth,Cypermethrin
2019,6,Cotton,Black,Madhya Pradesh,Kharif,1447.54,18.25,Medium,High,Harvest,Cypermethrin
2024,4,Cotton,Black,Karnataka,Zaid,525.18,12.73,Medium,High,Sowing,Cypermethrin
2025,3,Cotton,Sandy,Haryana,Rabi,250.07,2.95,Medium,High,Growth,Cypermethrin
2023,4,Cotton,Black,Chhattisgarh,Zaid,518.86,11.92,Medium,Medium,Harvest,Cypermethrin
2017,11,Cotton,Red,Maharashtra,Rabi,478.01,16.64,Medium,High,Growth,Cypermethrin
2025,10,Cotton,Sandy,Punjab,Kharif,1330.67,5.1,Medium,Medium,Harvest,Cypermethrin
2017,8,Cotton,Alluvial,Tamil Nadu,Kharif,995.79,7.61,Medium,Medium,Harvest,Cypermethrin
2016,9,Cotton,Alluvial,West Bengal,Kharif,1918.22,14.15,Medium,Low,Harvest,Cypermethrin
2021,10,Cotton,Red,Madhya Pradesh,Kharif,1429.39,13.37,Medium,High,Sowing,Cypermethrin
2018,9,Cotton,Alluvial,Tamil Nadu,Kharif,635.83,0.61,Medium,Low,Sowing,Cypermethrin
2021,4,Cotton,Black,Telangana,Zaid,435.27,15.92,Medium,High,Harvest,Cypermethrin
2024,6,Cotton,Red,Jharkhand,Kharif,981.21,7.03,Medium,Low,Growth,Cypermethrin
2020,5,Cotton,Red,Karnataka,Zaid,669.93,3.17,Medium,High,Growth,Cypermethrin
2019,2,Cotton,Red,Maharashtra,Rabi,457.46,19.16,Medium,Medium,Harvest,Cypermethrin
2018,6,Cotton,Red,Telangana,Kharif,1200.06,6.9,Medium,Low,Harvest,Cypermethrin
2016,2,Cotton,Black,Bihar,Rabi,251.03,4.1,Medium,Medium,Growth,Cypermethrin
2016,6,Cotton,Red,Telangana,Kharif,1555.23,17.21,Low,Medium,Growth,Cypermethrin
2016,8,Cotton,Black,Andhra Pradesh,Kharif,819.05,3.14,Medium,Low,Sowing,Cypermethrin
2023,2,Cotton,Sandy,Maharashtra,Rabi,165.54,17.25,Medium,Medium,Growth,Cypermethrin
2022,10,Cotton,Sandy,Telangana,Kharif,726.26,13.25,Medium,High,Sowing,Cypermethrin
2024,4,Cotton,Red,Tamil Nadu,Zaid,309.43,17.99,Medium,Low,Harvest,Cypermethrin
2016,6,Cotton,Sandy,Assam,Kharif,1469.85,16.05,Medium,High,Sowing,Cypermethrin
2021,5,Cotton,Laterite,Andhra Pradesh,Zaid,733.77,19.93,Medium,High,Sowing,Cypermethrin
2018,9,Cotton,Red,Tamil Nadu,Kharif,860.84,0.84,Medium,High,Sowing,Cypermethrin
2022,4,Cotton,Laterite,Punjab,Zaid,439.43,9.89,Medium,High,Harvest,Cypermethrin
2021,12,Cotton,Sandy,Kerala,Rabi,271.85,18.34,Medium,Low,Growth,Cypermethrin
2021,11,Cotton,Sandy,Kerala,Rabi,243.84,6.8,Medium,Medium,Harvest,Cypermethrin
2020,6,Cotton,Laterite,Telangana,Kharif,810.46,11.77,High,Low,Harvest,Cypermethrin
2023,5,Cotton,Sandy,West Bengal,Zaid,613.52,8.54,Medium,Low,Sowing,Cypermethrin
2024,8,Cotton,Laterite,Odisha,Kharif,1298.88,11.18,Low,Low,Growth,Cypermethrin
2018,6,Cotton,Laterite,Haryana,Kharif,866.81,6.08,Medium,High,Growth,Cypermethrin
2023,7,Cotton,Alluvial,Maharashtra,Kharif,1183.08,15.16,Medium,Low,Growth,Cypermethrin
2025,8,Cotton,Sandy,Karnataka,Kharif,1646.71,3.53,Medium,High,Growth,Cypermethrin
2023,10,Cotton,Black,Madhya Pradesh,Kharif,1679.18,9.2,Medium,Low,Growth,Cypermethrin
2025,6,Cotton,Black,Karnataka,Kharif,1729.3,6.06,Medium,High,Sowing,Cypermethrin
2018,10,Cotton,Red,Rajasthan,Kharif,1353.8,14.92,Medium,Medium,Growth,Cypermethrin
2018,7,Cotton,Sandy,Assam,Kharif,739.79,16.88,Medium,Medium,Growth,Cypermethrin
2021,6,Cotton,Black,Tamil Nadu,Kharif,1434.87,0.94,Medium,High,Growth,Cypermethrin
2020,1,Cotton,Laterite,Bihar,Rabi,161.92,10.99,Medium,Low,Growth,Cypermethrin
2019,8,Cotton,Alluvial,Haryana,Kharif,1539.47,13.85,Medium,High,Growth,Cypermethrin
2023,12,Cotton,Sandy,Maharashtra,Rabi,487.37,9.89,Medium,Low,Growth,Cypermethrin
2019,3,Cotton,Red,Madhya Pradesh,Rabi,335.97,13.91,Medium,High,Sowing,Cypermethrin
2016,11,Cotton,Red,Chhattisgarh,Rabi,379.57,13.62,Low,High,Sowing,Cypermethrin
2017,7,Cotton,Black,Telangana,Kharif,1780.37,12.89,Medium,Medium,Sowing,Cypermethrin
2025,11,Cotton,Black,Assam,Rabi,241.63,18.98,Medium,Low,Harvest,Cypermethrin
2016,10,Cotton,Alluvial,Jharkhand,Kharif,1948.3,8.71,Medium,High,Harvest,Cypermethrin
2024,12,Cotton,Black,Haryana,Rabi,344.32,2.26,Medium,High,Sowing,Cypermethrin
2016,4,Cotton,Black,Assam,Zaid,584.58,17.23,Medium,Medium,Harvest,Cypermethrin
2020,10,Cotton,Sandy,Chhattisgarh,Kharif,1457.14,5.69,Medium,High,Sowing,Cypermethrin
2025,7,Cotton,Alluvial,Bihar,Kharif,1066.42,9.93,Medium,Low,Growth,Cypermethrin
2022,11,Cotton,Red,Madhya Pradesh,Rabi,279.73,7.19,Medium,Medium,Sowing,Cypermethrin
2018,1,Cotton,Alluvial,Madhya Pradesh,Rabi,164.71,11.88,Medium,Low,Sowing,Cypermethrin
2017,8,Cotton,Black,Kerala,Kharif,1548.04,18.29,Medium,Low,Growth,Cypermethrin
2025,10,Cotton,Red,Jharkhand,Kharif,1983.45,9.22,Medium,High,Growth,Cypermethrin
2023,1,Cotton,Laterite,Haryana,Rabi,349.8,15.64,Medium,Low,Growth,Cypermethrin
2023,7,Cotton,Sandy,Punjab,Kharif,1193.12,10.64,Medium,High,Sowing,Cypermethrin
2019,5,Cotton,Laterite,Karnataka,Zaid,268.41,15.74,Medium,Low,Sowing,Cypermethrin
2023,6,Cotton,Alluvial,Telangana,Kharif,1389.84,11.87,Medium,Low,Growth,Cypermethrin
2024,6,Cotton,Laterite,Uttar Pradesh,Kharif,1310.54,2.9,Medium,Low,Harvest,Cypermethrin
2016,4,Cotton,Sandy,Andhra Pradesh,Zaid,693.16,8.62,Medium,Medium,Growth,Cypermethrin
2023,9,Cotton,Alluvial,Odisha,Kharif,943.89,10.94,Medium,Low,Growth,Cypermethrin
2021,10,Cotton,Alluvial,Jharkhand,Kharif,1553.84,18.95,Medium,High,Sowing,Cypermethrin
2019,11,Cotton,Sandy,Punjab,Rabi,70.0,12.04,Medium,Low,Sowing,Cypermethrin
2022,6,Cotton,Alluvial,Andhra Pradesh,Kharif,1327.62,7.62,Medium,Medium,Sowing,Cypermethrin
2024,8,Cotton,Laterite,Andhra Pradesh,Kharif,1584.55,1.34,Medium,Low,Harvest,Cypermethrin
2020,6,Cotton,Laterite,Telangana,Kharif,1476.13,3.67,Low,Medium,Growth,Cypermethrin
2016,12,Cotton,Alluvial,Karnataka,Rabi,283.85,14.98,Medium,Low,Sowing,Cypermethrin
2019,3,Cotton,Alluvial,West Bengal,Rabi,132.24,16.87,Medium,Low,Sowing,Cypermethrin
2019,2,Cotton,Red,Chhattisgarh,Rabi,489.79,6.26,Medium,Medium,Sowing,Cypermethrin
2024,9,Cotton,Sandy,Jharkhand,Kharif,1227.1,18.18,Medium,Medium,Harvest,Cypermethrin
2017,7,Cotton,Sandy,Madhya Pradesh,Kharif,1104.33,12.82,Medium,Low,Harvest,Cypermethrin
2019,2,Cotton,Red,Jharkhand,Rabi,418.07,18.06,Medium,High,Sowing,Cypermethrin
2021,12,Cotton,Black,Chhattisgarh,Rabi,174.73,18.5,Medium,Low,Growth,Cypermethrin
2025,4,Cotton,Alluvial,Punjab,Zaid,290.73,12.59,Medium,Low,Harvest,Cypermethrin
2019,11,Cotton,Black,Kerala,Rabi,169.48,9.98,Medium,Low,Growth,Cypermethrin
2020,2,Cotton,Black,Bihar,Rabi,111.27,0.55,Medium,High,Growth,Cypermethrin
2016,4,Cotton,Red,Kerala,Zaid,509.99,12.85,Medium,Medium,Harvest,Cypermethrin
2024,6,Cotton,Red,Jharkhand,Kharif,1403.35,17.21,Medium,Medium,Harvest,Cypermethrin
2025,6,Cotton,Laterite,Rajasthan,Kharif,1938.35,15.51,Medium,High,Growth,Cypermethrin
2016,7,Cotton,Red,Jharkhand,Kharif,827.21,1.56,Medium,High,Sowing,Cypermethrin
2019,12,Cotton,Alluvial,Maharashtra,Rabi,221.24,13.13,Medium,High,Sowing,Cypermethrin
2016,4,Cotton,Alluvial,Odisha,Zaid,211.67,2.24,Medium,High,Harvest,Cypermethrin
2022,6,Cotton,Sandy,Punjab,Kharif,1449.91,11.57,Medium,Medium,Sowing,Cypermethrin
2017,3,Cotton,Sandy,Haryana,Rabi,394.85,5.88,Medium,High,Harvest,Cypermethrin
2024,10,Cotton,Alluvial,Bihar,Kharif,1026.71,4.81,High,Medium,Harvest,Cypermethrin
2025,8,Cotton,Black,Odisha,Kharif,1054.07,18.12,High,Medium,Harvest,Cypermethrin
2022,6,Cotton,Sandy,Maharashtra,Kharif,898.83,7.13,High,High,Harvest,Imidacloprid
2018,8,Cotton,Red,Maharashtra,Kharif,623.43,12.87,High,Medium,Sowing,Imidacloprid
2018,12,Cotton,Alluvial,Punjab,Rabi,146.09,7.85,High,High,Growth,Imidacloprid
2020,11,Cotton,Alluvial,Odisha,Rabi,457.05,9.16,High,High,Harvest,Imidacloprid
2018,7,Cotton,Red,Bihar,Kharif,948.07,19.64,High,Low,Harvest,Imidacloprid
2019,1,Cotton,Laterite,Telangana,Rabi,142.34,7.38,Medium,High,Growth,Imidacloprid
2016,12,Cotton,Black,Gujarat,Rabi,307.75,10.72,High,High,Harvest,Imidacloprid
2017,4,Cotton,Laterite,Chhattisgarh,Zaid,717.56,17.15,High,High,Harvest,Imidacloprid
2025,1,Cotton,Alluvial,Uttar Pradesh,Rabi,314.55,16.72,High,High,Sowing,Imidacloprid
2019,1,Cotton,Sandy,Andhra Pradesh,Rabi,53.29,16.93,High,High,Harvest,Imidacloprid
2018,7,Cotton,Black,Karnataka,Kharif,1535.27,14.16,High,Low,Harvest,Imidacloprid
2021,1,Cotton,Black,Kerala,Rabi,246.06,3.07,Low,Low,Sowing,Imidacloprid
2017,3,Cotton,Sandy,Bihar,Rabi,51.92,11.94,High,Low,Sowing,Imidacloprid
2018,4,Cotton,Alluvial,Telangana,Zaid,584.6,11.98,High,High,Harvest,Imidacloprid
2021,11,Cotton,Red,Andhra Pradesh,Rabi,215.91,14.97,High,High,Sowing,Imidacloprid
2022,8,Cotton,Laterite,Madhya Pradesh,Kharif,814.16,13.59,High,High,Sowing,Imidacloprid
2025,5,Cotton,Laterite,Jharkhand,Zaid,343.05,13.8,High,Medium,Harvest,Imidacloprid
2021,4,Cotton,Alluvial,West Bengal,Zaid,635.68,14.27,High,Low,Harvest,Imidacloprid
2017,5,Cotton,Sandy,West Bengal,Zaid,224.87,5.38,High,High,Sowing,Imidacloprid
2019,5,Cotton,Sandy,Uttar Pradesh,Zaid,654.12,5.19,High,Medium,Growth,Imidacloprid
2018,2,Cotton,Alluvial,Odisha,Rabi,265.16,4.27,Medium,Medium,Sowing,Imidacloprid
2019,8,Cotton,Red,Karnataka,Kharif,616.78,11.52,High,Medium,Growth,Imidacloprid
2024,6,Cotton,Black,Madhya Pradesh,Kharif,661.85,13.11,High,Medium,Growth,Imidacloprid
2020,4,Cotton,Alluvial,Telangana,Zaid,406.48,19.93,High,Medium,Growth,Imidacloprid
2020,7,Cotton,Alluvial,Assam,Kharif,1929.58,18.85,High,High,Growth,Imidacloprid
2017,4,Cotton,Black,Gujarat,Zaid,467.02,6.57,High,Low,Sowing,Imidacloprid
2023,9,Cotton,Laterite,Kerala,Kharif,776.04,12.13,High,Low,Growth,Imidacloprid
2019,7,Cotton,Black,Chhattisgarh,Kharif,718.69,13.23,Low,High,Harvest,Imidacloprid
2022,7,Cotton,Sandy,Karnataka,Kharif,724.13,19.24,High,Medium,Sowing,Imidacloprid
2024,5,Cotton,Laterite,Gujarat,Zaid,446.1,10.1,High,Medium,Harvest,Imidacloprid
2025,5,Cotton,Black,Telangana,Zaid,684.45,7.86,High,Low,Growth,Imidacloprid
2024,2,Cotton,Laterite,Karnataka,Rabi,440.65,17.62,High,High,Growth,Imidacloprid
2017,7,Cotton,Alluvial,Uttar Pradesh,Kharif,1139.92,7.54,High,Low,Growth,Imidacloprid
2018,4,Cotton,Black,Rajasthan,Zaid,463.78,10.53,High,Low,Sowing,Imidacloprid
2019,7,Cotton,Black,Punjab,Kharif,1150.33,17.34,High,Low,Growth,Imidacloprid
2022,1,Cotton,Red,Haryana,Rabi,227.0,1.52,High,High,Growth,Imidacloprid
2021,9,Cotton,Alluvial,Assam,Kharif,1828.61,0.8,High,Medium,Harvest,Imidacloprid
2024,1,Cotton,Black,Telangana,Rabi,432.58,4.71,High,Medium,Growth,Imidacloprid
2022,9,Cotton,Black,Jharkhand,Kharif,900.4,17.37,High,High,Growth,Imidacloprid
2025,8,Cotton,Sandy,Madhya Pradesh,Kharif,1297.62,2.59,High,Medium,Growth,Imidacloprid
2018,7,Cotton,Sandy,West Bengal,Kharif,1085.21,6.77,High,High,Growth,Imidacloprid
2020,8,Cotton,Alluvial,Karnataka,Kharif,1680.15,18.74,High,High,Sowing,Imidacloprid
2017,6,Cotton,Alluvial,Telangana,Kharif,752.27,16.97,High,Low,Sowing,Imidacloprid
2022,3,Cotton,Red,Rajasthan,Rabi,364.93,1.06,High,High,Harvest,Imidacloprid
2020,1,Cotton,Laterite,Telangana,Rabi,207.37,5.65,High,Low,Sowing,Imidacloprid
2023,8,Cotton,Sandy,West Bengal,Kharif,1117.66,8.66,High,High,Harvest,Imidacloprid
2016,3,Cotton,Sandy,Assam,Rabi,354.07,6.16,High,Low,Growth,Imidacloprid
2024,3,Cotton,Black,Tamil Nadu,Rabi,485.18,2.84,High,Medium,Growth,Imidacloprid
2025,9,Cotton,Red,Jharkhand,Kharif,870.56,9.71,High,Medium,Sowing,Imidacloprid
2025,12,Cotton,Black,Madhya Pradesh,Rabi,134.38,1.42,High,Low,Harvest,Imidacloprid
2021,5,Cotton,Sandy,Chhattisgarh,Zaid,641.75,8.86,High,Low,Growth,Imidacloprid
2020,9,Cotton,Black,Madhya Pradesh,Kharif,1334.27,19.27,High,Low,Sowing,Imidacloprid
2024,12,Cotton,Red,Odisha,Rabi,439.57,1.31,High,High,Sowing,Imidacloprid
2022,8,Cotton,Alluvial,Chhattisgarh,Kharif,779.04,15.02,High,Medium,Sowing,Imidacloprid
2021,3,Cotton,Black,Andhra Pradesh,Rabi,360.36,8.86,High,High,Growth,Imidacloprid
2023,8,Cotton,Alluvial,Haryana,Kharif,1265.33,14.79,High,Low,Growth,Imidacloprid
2020,11,Cotton,Alluvial,Punjab,Rabi,208.5,4.06,High,Medium,Sowing,Imidacloprid
2024,9,Cotton,Sandy,Chhattisgarh,Kharif,766.91,15.59,High,High,Sowing,Imidacloprid
2024,8,Cotton,Sandy,Karnataka,Kharif,1780.71,12.31,High,Medium,Harvest,Imidacloprid
2019,4,Cotton,Black,Andhra Pradesh,Zaid,682.15,13.18,High,High,Sowing,Imidacloprid
2021,12,Cotton,Black,Rajasthan,Rabi,187.21,6.94,Medium,Low,Harvest,Imidacloprid
2021,5,Cotton,Black,Jharkhand,Zaid,301.82,14.89,High,Low,Growth,Imidacloprid
2018,7,Cotton,Sandy,Rajasthan,Kharif,814.16,7.39,High,Medium,Sowing,Imidacloprid
2024,4,Cotton,Alluvial,Andhra Pradesh,Zaid,290.77,4.33,Medium,Low,Sowing,Imidacloprid
2022,7,Cotton,Sandy,West Bengal,Kharif,1147.81,16.08,High,Medium,Sowing,Imidacloprid
2016,9,Cotton,Black,Jharkhand,Kharif,1061.62,0.74,High,Low,Growth,Imidacloprid
2025,7,Cotton,Alluvial,Chhattisgarh,Kharif,1209.21,4.38,High,Medium,Sowing,Imidacloprid
2017,1,Cotton,Laterite,Chhattisgarh,Rabi,181.3,15.78,High,Medium,Sowing,Imidacloprid
2021,8,Cotton,Black,Chhattisgarh,Kharif,1217.1,17.03,High,High,Harvest,Imidacloprid
2021,9,Cotton,Sandy,Maharashtra,Kharif,1472.94,15.53,High,High,Growth,Imidacloprid
2022,10,Cotton,Black,Madhya Pradesh,Kharif,1841.87,11.23,High,Medium,Sowing,Imidacloprid
2019,6,Cotton,Laterite,Odisha,Kharif,1766.31,0.87,Low,Low,Growth,Imidacloprid
2017,6,Cotton,Laterite,Punjab,Kharif,1715.29,4.74,High,High,Harvest,Imidacloprid
2025,2,Cotton,Red,Jharkhand,Rabi,403.02,10.31,High,Low,Growth,Imidacloprid
2023,7,Cotton,Alluvial,Telangana,Kharif,852.63,17.87,High,High,Harvest,Imidacloprid
2018,10,Cotton,Laterite,Kerala,Kharif,1905.98,18.49,High,High,Harvest,Imidacloprid
2024,7,Cotton,Laterite,Kerala,Kharif,1810.19,18.34,Low,Medium,Sowing,Imidacloprid
2019,4,Cotton,Alluvial,Madhya Pradesh,Zaid,270.02,8.28,High,Low,Growth,Imidacloprid
2023,5,Cotton,Black,Kerala,Zaid,771.39,15.87,High,Medium,Growth,Imidacloprid
2020,11,Cotton,Laterite,Assam,Rabi,64.37,15.9,High,Medium,Sowing,Imidacloprid
2017,7,Cotton,Red,Telangana,Kharif,934.25,8.45,High,Medium,Growth,Imidacloprid
2020,11,Cotton,Black,Chhattisgarh,Rabi,461.28,3.43,High,Low,Growth,Imidacloprid
2023,6,Cotton,Sandy,Gujarat,Kharif,1358.0,12.24,High,High,Sowing,Imidacloprid
2022,4,Cotton,Sandy,Madhya Pradesh,Zaid,483.97,6.63,High,High,Sowing,Imidacloprid
2018,4,Cotton,Sandy,Kerala,Zaid,438.05,13.81,High,Low,Sowing,Imidacloprid
2023,11,Cotton,Red,Bihar,Rabi,438.07,10.43,High,Low,Sowing,Imidacloprid
2020,2,Cotton,Red,Odisha,Rabi,190.24,15.14,High,Medium,Harvest,Imidacloprid
2025,7,Cotton,Black,Odisha,Kharif,1398.99,2.96,High,Medium,Sowing,Imidacloprid
2020,3,Cotton,Black,Andhra Pradesh,Rabi,459.67,9.14,High,Low,Growth,Imidacloprid
2024,10,Cotton,Red,Chhattisgarh,Kharif,1744.32,13.8,High,Medium,Harvest,Imidacloprid
2018,8,Cotton,Laterite,Rajasthan,Kharif,814.22,15.26,High,Low,Growth,Imidacloprid
2016,3,Cotton,Red,Uttar Pradesh,Rabi,435.77,4.76,High,Low,Growth,Imidacloprid
2021,1,Cotton,Laterite,Haryana,Rabi,375.04,12.35,High,High,Harvest,Imidacloprid
2020,3,Cotton,Red,Punjab,Rabi,452.56,6.63,High,High,Growth,Imidacloprid
2021,6,Cotton,Alluvial,Rajasthan,Kharif,1508.31,5.07,High,High,Growth,Imidacloprid
2018,1,Cotton,Sandy,Tamil Nadu,Rabi,182.53,10.22,High,Low,Harvest,Imidacloprid
2022,7,Cotton,Laterite,Odisha,Kharif,1111.03,7.36,High,Medium,Harvest,Imidacloprid
2023,4,Cotton,Sandy,Uttar Pradesh,Zaid,514.42,15.38,High,High,Sowing,Imidacloprid
2023,5,Cotton,Black,Rajasthan,Zaid,774.39,14.24,High,High,Sowing,Imidacloprid
2023,11,Cotton,Alluvial,Haryana,Rabi,160.32,2.53,High,Medium,Harvest,Imidacloprid
2024,1,Cotton,Black,Maharashtra,Rabi,448.04,12.01,High,High,Sowing,Imidacloprid
2021,11,Cotton,Red,Tamil Nadu,Rabi,348.77,3.81,High,Medium,Growth,Imidacloprid
2016,8,Cotton,Black,Odisha,Kharif,841.58,9.88,High,Low,Growth,Imidacloprid
2024,9,Cotton,Sandy,Madhya Pradesh,Kharif,1516.94,4.99,High,Low,Growth,Imidacloprid
2021,12,Cotton,Laterite,Kerala,Rabi,424.81,18.08,High,High,Sowing,Imidacloprid
2019,8,Cotton,Alluvial,Telangana,Kharif,1082.88,4.5,High,High,Sowing,Imidacloprid
2018,8,Cotton,Laterite,West Bengal,Kharif,903.23,1.24,High,Medium,Harvest,Imidacloprid
2019,4,Cotton,Sandy,Bihar,Zaid,231.53,0.9,High,Medium,Sowing,Imidacloprid
2024,3,Cotton,Sandy,Kerala,Rabi,100.63,4.59,High,Medium,Growth,Imidacloprid
2024,9,Cotton,Black,Haryana,Kharif,830.68,3.87,High,Low,Growth,Imidacloprid
2024,11,Cotton,Black,Maharashtra,Rabi,331.1,17.55,High,Medium,Growth,Imidacloprid
2016,4,Cotton,Alluvial,Rajasthan,Zaid,612.87,8.31,High,Low,Growth,Imidacloprid
2016,2,Cotton,Black,Assam,Rabi,137.39,0.57,High,Medium,Harvest,Imidacloprid
2017,5,Cotton,Black,Assam,Zaid,513.67,18.08,High,Low,Growth,Imidacloprid
2018,9,Cotton,Laterite,Kerala,Kharif,1396.2,4.0,Low,High,Growth,Imidacloprid
2018,3,Cotton,Alluvial,Andhra Pradesh,Rabi,247.16,15.76,High,High,Growth,Imidacloprid
2020,12,Cotton,Red,Jharkhand,Rabi,62.41,14.25,High,Low,Sowing,Imidacloprid
2016,7,Cotton,Sandy,Maharashtra,Kharif,1307.04,15.5,High,High,Harvest,Imidacloprid
